tidak_baku,kata_baku
cocokkkk,cocok
bngett,banget
abes,habis
pngen,pengin
kyk,kayak
gtu,begitu
ntar,entar
kek,kayak
gini,begini
br,baru
mksdny,maksudnya
tu,itu
knp,kenapa
kmu,kamu
brpa,berapa
tu,itu
ihh,ih
bgt,banget
sma,sama
aamiin,amin
dlu,dulu
kesampean,kesampaian
beginiiii,begini
ntr,entar
ak,aku
beliin,membelikan
kya,kaya
gini,begini
keq,kek
ngeliat,melihat
ngerasa,merasa
km,kamu
sygkuu,sayangku
lucuuuu,lucu
ngeselin,mengesalkan
bkin,bikin
masi,masih
baju'a,bajunya
fto,foto
gtu,begitu
jg,juga
bgt,banget
gara'',gara-gara
teruss,terus
pokok'a,pokoknya
bg,bang
ubur2,ubur-ubur
kuyy,yuk
bentarr,bentar
kuyy,yuk
klw,kalau
dureen,duren
ajibb,ajib
mahall,mahal
yukk,yuk
niiihh,nih
ubur2,ubur-ubur
donk,dong
imuuttt,imut
imuttzz,imut
nha,nya
asliii,asli
konten2,konten-konten
rasain,rasai
daaaah,deh
asliiii,asli
cantiknnnnyaaaaaaa,cantiknya
yuuk,yuk
ngelihatnya,melihatnya
aqu,aku
bdn,badan
na,nya
ibu2,ibu-ibu
bgt,banget
lau,kau
yaaa,ya
cantikkk,cantik
kakkk,kak
cantikk,cantik
sexxi,seksi
bgt,banget
bulet,bulat
ituu,itu
ngocok,mengocok
ni,ini
yg,yang
mw,mau
nyoba,mencoba
ikutin,mengikuti
gn,begini
yaahhh,ya
kencqng,kencang
ak,aku
kra,kira
kra,kira
msh,masih
diginikan,dibeginikan
"coret""",coret-coret
lahh,lah
gw,gue
gambarin,gambarkan
ntr,entar
klo,kalau
gw,gue
qt,kita
ky,kaya
gini,begini
y,ya
bener2,benar-benar
ngerii,ngeri
digambarin,digambarkan
klen,kalian
kek,kayak
bangke,bangkai
tp,tapi
gw,gue
kog,kok
jd,jadi
yha,ya
liatnya,lihatnya
bedanyaaa,bedanya
sm,sama
negri,negeri
mbk,mbak
pgin,pengin
fto,foto
krudungan,kerudungan
kakk,kak
ajaa,saja
maksutku,maksudku
kerennnnn,keren
njirr,anjir
ngerasa,merasa
bgt,banget
jd'y,jadinya
tp,tapi
manisnyaaaa,manisnya
thun,tahun
brp,berapa
bgt,banget
mbg,mbak
cantikk,cantik
bangeet,banget
sm,sama
km,kamu
jgn,jangan
ngaco,mengaco
ngomen,mengomentari
msh,masih
kaaakk,kak
gituh,begitu
tenggah,tengah
lucuuuu,lucu
yaa,ya
tpi,tapi
akuuu,aku
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk,apik
kocakkkkkkkkkkkkkk,kocak
ksukaanmuuu,kesukaanmu
bagiii,bagi
ayooo,ayo
nontonx,menontonnya
yach,ya
dpn,depan
pi,tapi
tu,itu
penasarannnn,penasaran
gilakkkkkk,gila
mauuu,mau
nontoonnn,menonton
cepet2,cepat-cepat
kepingin,pengin
nontonnnn,menonton
deeek,dek
ntappp,mantap
deg2an,deg-degan
liatnya,lihatnya
cyiiin,cinta
iyha,iya
kureeeen,keren
muantaap,mantap
nontonx,menontonnya
ga,tidak
pake,pakai
ngantri,mengantri
bli,beli
org,orang
nraktir,mentraktir
nonton,menonton
sbnyak,sebanyak
penasaraaann,penasaran
ga,tidak
kyk,kayak
ayoooo,ayo
nii,ini
nontonya,menontonnya
k,ke
kl,kalau
nunggu,menunggu
dpt,dapat
qta,kita
gw,gue
peen,pengin
lw,lu
gga,tidak
nunggu,menunggu
yaah,ya
asikkk,asik
gilak,gila
mcm,macam
ceritax,ceritanya
yoooiii,yoi
daah,deh
kuy,yuk
udahh,sudah
tauuuuu,tau
ngga,tidak
sabarrrrr,sabar
kqmu,kamu
banggain,banggakan
ngadain,mengadakan
ngak,tidak
ngadain,mengadakan
thn,tahun
knp,kenapa
pengan,pengin
ngadain,mengadakan
gk,tidak
sendeng,senang
simpen,simpan
gakk,tidak
bagiin,bagikan
nangis,menangis
nanggepin,menanggapi
pingin,pengin
gk,tidak
sma,sama
kapn,kapan
barang2,barang-barang
sma,sama
kirimin,mengirimi
tpi,tapi
gk,tidak
senengin,senangi
ngasih,mengasih
asikkk,asik
udh,sudah
ama,sama
ampunnnn,ampun
bln,bulan
senengg,senang
teruzzz,terus
gtu,begitu
mantabb,mantab
sumpahh,sumpah
yaa,ya
smua,semua
diluarann,diluaran
trbaik,terbaik
dlam,dalam
smua,semua
anjirrrr,anjir
jendess,janda
dh,deh
sichh,sih
jgn,jangan
pgn,pengin
namnya,namanya
kaka,kakak
gk,tidak
ninggalin,meninggalkan
orng,orang
geh,gih
ma,sama
nggak,tidak
sma,sama
kk,kakak
ber2,berdua
22nya,dua-duanya
aduuhhh,aduh
miripp,mirip
silauuu,silau
waww,wow
kerenn,keren
uga,juga
njiirr,anjir
bgs,bagus
bgt,banget
kesinii,kesini
gemay,gemas
dstu,disitu
tmpt,tempat
wiiiihhhh,wih
samoga,semoga
aamiin,amin
kereennn,keren
cobaa,coba
tuhh,tuh
wahh,wah
gk,tidak
nyangkaa,menyangka
hasilnyaaa,hasilnya
bangetttt,banget
dahhhh,dah
cmn,cuman
mudah2,mudah-mudah
bisaa,bisa
jugaakk,juga
prnh,pernah
diapa2in,diapa-apai
yaak,ya
lhoo,loh
mnta,minta
donx,dong
kyk,kayak
gthu,begitu
nda,indak
maauuu,mau
pacarrr,pacar
idamann,idaman
naturalllll,natural
bnyak,banyak
berntung,beruntung
merka,mereka
jln2,jalan-jalan
romntis,romantis
slamat,selamat
ulan,ulang
th,tahun
mngkin,mungkin
klau,kalau
diksi,dikasih
bgini,begini
sipp,sip
masi,masih
taun,tahun
jugak,juga
nungguin,menunggu
ngeluarin,mengeluarkan
keciill,kecil
ughaa,juga
"tante""",tante-tante
thn,tahun
ngerasa,merasa
gw,gue
banged,banget
abeees,habis
kapan2,kapan-kapan
adain,mengadakan
bsa,bisa
gk,tidak
bosen2,bosan-bosan
sempurnaaaaa,sempurna
kaan,kan
kece2,kece-kece
badaaiii,badai
beneraan,benaran
cantiiik,cantik
bgtt,banget
kuatttt,kuat
cantiiiiiiik,cantik
cantiknyaaa,cantiknya
pgn,pengin
bae2,baik-baik
lg,lagi
cantikkk,cantik
bgd,banget
mb,mbak
catiiiiik,cantik
bangeet,banget
subahanallah,subhanallah
cantikkk,cantik
bgt,banget
jaman2nya,jaman-jamannya
dapetin,mendapati
padet,padat
ga,tidak
buktiin,buktikan
km,kamu
yg,yang
cantiq,cantik
ak,aku
km,kamu
smua,semua
"pasien""nya",pasien-pasiennya
ngantri,mengantri
lohh,loh
bgt,banget
mngkin,mungkin
utk,untuk
ngasih,mengasih
keeeerrrreeeennnnnnnnn,keren
woow,wow
choker2,choker-choker
skarang,sekarang
skrang,sekarang
kaka,kakak
lohh,loh
gara2,gara-gara
buktiin,membuktikan
bangettttt,banget
hadirrr,hadir
hadirr,hadir
jelashh,jelas
sekali2,sekali-kali
mbaaa,mbak
temen,teman
kerenn,keren
hadirrr,hadir
ngomong,mengomong
hidupppp,hidup
nyebelin,menyebalkan
tp,tapi
diliatnya,dilihatnya
ga,tidak
abis2,habis-habis
gpp,tidak apa-apa
para2,parah-parah
bangeeet,banget
allahhhhhhh,allah
gemesnya,gemasnya
ilang2,hilang-hilang
mslh,masalah
kmi,kami
ngilangin,menghilangkan
tbuh,tubuh
itungan,hitungan
keliatan,kelihatan
ledekin,ledeki
tmn2,teman-teman
diputusin,diputuskan
gara2,gara-gara
km,kamu
gara2,gara-gara
repot2,repot-repot
oles2,oles-oles
ckup,cukup
dptkan,dapatkan
artis2,artis-artis
bener2,benar-benar
nyesel,menyesal
ayooo,ayo
saranin,menyarankan
kalii,kali
ajaa,saja
ninggiin,meninggikan
ledekin,ledeki
tmn2,teman-teman
baget,banget
dri,dari
bngt,banget
kl,kalau
lht,lihat
mnta,minta
kira2,kira-kira
lgsg,langsung
mngkin,mungkin
ngk,tidak
ahh,ah
pas2an,pas-pasan
balesin,membalas
gausah,tidak usah
kyk,kayak
sukaaa,suka
lutuna,lucunya
ciapa,siapa
gemesss,gemas
duhh,duh
terharuuu,terharu
ihh,ih
sumpahh,sumpah
alamii,alami
sampek,sampai
ckrng,sekarang
ngegemesin,menggemaskan
imoet,imut
bgt,banget
imut2,imut-imut
gtu,begitu
jagain,jaga
yahbh,ya
msih,masih
macem2,macam-macam
neko2,neko-neko
ngeliat,melihat
sktika,seketika
dr,dari
td,tadi
lutu,lucu
yg,yang
yaa,ya
yha,ya
wowwww,wow
massss,mas
kesiniii,kesini
bnget,banget
"keren""",keren-keren
"jalan""nya",jalan-jalannya
masyaallahhh,masyaallah
kerennn,keren
ksni,kesini
begok,bego
bkan,bukan
jgk,juga
gda,tidak ada
tmpt,tempat
mksd,maksud
aqu,aku
bawak,bawa
jdi,jadi
it,itu
bkan,bukan
nti,nanti
pgi,pagi
yahh,ya
keeeeeren,keren
bnget,banget
baguusss,bagus
mna,mana
liat,lihat
lg,lagi
bnget,banget
nahannnn,tahan
lucuu,lucu
bagaatt,banget
gayannxa,gayanya
kereeeen,keren
uda,sudah
ngekeh,kekeh
bg,bang
xlian,kalian
b3,bertiga
bnget,banget
lg,lagi
ihhh,ih
nyebelin,menyebalkan
bnget,banget
lcu,lucu
pait,pahit
pait,pahit
pait,pahit
koplakkk,koplak
kerass,keras
yachhh,ya
gokil,gila
bgt,banget
kmu,kamu
yg,yang
ngelihat,melihat
pngn,pengin
ngelawak,melawak
iiihhhhh,ih
gokil,gila
nyolotinnnn,menyolot
beratttttttt,berat
lucuu,lucu
cantiikkkk,cantik
kaa,kak
hijaabbb,hijab
sekalii,sekali
smnagatin,menyemangati
kk,kakak
pakek,pakai
kanapa,kenapa
ngk,tidak
pakek,pakai
cans,cantik
pke,pakai
aja,saja
subahanallah,subhanallah
banhet,banget
ahhhh,ah
bgttttttt,banget
mcm,macam
blng,bilang
jgn,jangan
mngasi,mengasih
kmbang,kembang
pg,pagi
tp,tapi
pulak,pula
nie,ini
nda,indak
pla,pula
kh,kah
tpi,tapi
cm,cuma
kw,kau
mcm,macam
kw,kau
pla,pula
yg,yang
blakon,berlakon
sy,saya
nmpk,nampak
sma,sama
lucuu,lucu
lcu,lucu
bngtzt,banget
lucukkkkk,lucu
inget,ingat
sbelah,sebelah
baek,baik
ciusss,serius
palinf,paling
fav,favorit
ndak,indak
maak,mak
ngakaaaakkk,mengakak
yank,sayang
bangett,banget
gokill,gila
kocakkkkkk,kocak
ngekek,mengekek
jgn,jangan
skrg,sekarang
udah,sudah
gak,tidak
capee,cape
pegangin,memegang
nyender,menyandar
bener,benar
manjain,memanjakan
bgt,banget
peleotin,meleot
bng,bang
ko,kok
gda,tidak ada
yahh,ya
termurahhhh,termurah
pengen,pengin
nyatakan,menyatakan
graaatiiiis,gratis
nyatakan,menyatakan
meriahh,meriah
cantikkkm,cantik
bangett,banget
parahh,parah
yuuk,yuk
mantabs,mantab
bingits,banget
yuppss,ya
nyindir,menyindir
bgt,banget
onoh,sono
bnyk,banyak
anakny,anaknya
staf2nya,staf-stafnya
gara2,gara-gara
ajaa,saja
ngilangin,menghilangkan
begete,banget
nyindir,menyindir
bgt,banget
aduhh,aduh
yg,yang
manteppp,mantap
hati2,hati-hati
jangan2,jangan-jangan
anakny,anaknya
kata2nya,kata-katanya
ynk,sayang
"nangis""",menangis-nangis
"hati""",hati-hati
"jangan""",jangan-jangan
emank,memang
klo,kalau
jagain,menjaga
dgn,dengan
cr,cara
emank,memang
diemin,diamkan
cm,cuma
aja,saja
trs,terus
uda,sudah
hancurin,menghancurkan
ga,tidak
ckp,cukup
cm,cuma
klo,kalau
mgkn,mungkin
ato,atau
diapain,diapakan
gtu,begitu
bgs,bagus
ms,masih
bs,bisa
krn,karena
mgkn,mungkin
haragain,menghargai
cb,coba
klo,kalau
g,tidak
uda,sudah
g,tidak
nyakitin,menyakiti
ht,hati
gw,gue
jgn2,jangan-jangan
org,orang
lg,lagi
kyk,kayak
sbaiknya,sebaiknya
mngerti,mengerti
blajar,belajar
dlu,dulu
dr,dari
fakta2,fakta-fakta
yg,yang
slama,selama
spt,seperti
udh,sudah
ckup,cukup
kyk,kayak
msh,masih
mnding,mending
cm,cuma
klo,kalau
gw,gue
lgsg,langsung
gw,gue
nilai2,nilai-nilai
lg,lagi
buka2,buka-buka
nyinyirin,nyinyir
pdhl,padahal
pd,pada
nyerang,menyerang
hrs,harus
mrk,mereka
trima,terima
mrk,mereka
hrs,harus
bs,bisa
ksh,kasih
ngomomg,mengomong
mang,memang
udh,sudah
klo,kalau
kbetulan,kebetulan
orgtuanya,orang tuanya
lg,lagi
sbelum,sebelum
ngamatin,mengamati
ngintip,mengintip
stelah,setelah
sm,sama
orng,orang
sndiri,sendiri
yg,yang
ksh,kasih
ngintilin,mengintil
trus,terus
smnjak,semenjak
trbukti,terbukti
nyambet,menyambat
msk,masuk
krmh,ke rumah
aja,saja
sm,sama
pdhl,padahal
rmh,rumah
gk,tidak
cm,cuma
yg,yang
skrg,sekarang
bo'ong,bohong
dri,dari
dlu,dulu
lg,lagi
klo,kalau
bkn,bukan
eloo,lo
apa2nya,apa-apanya
goblokkk,goblok
sesatt,sesat
ibliss,iblis
elo,lo
utk,untuk
smua,semua
hrs,harus
kbiasaan,kebiasaan
hdpnya,hidupnya
lbh,lebih
gk,tidak
byk,banyak
ngomong,mengomong
pake,pakai
pny,punya
anknya,anaknya
rmh,rumah
jalan2,jalan-jalan
gk,tidak
prnh,pernah
tdr,tidur
org,orang
sbuah,sebuah
spt,seperti
anak2nya,anak-anaknya
yg,yang
tdnya,tadinya
bkin,bikin
dr,dari
ank2nya,anak-anaknya
tp,tapi
ank2nya,anak-anaknya
yg,yang
milih,memilih
sndiri,sendiri
kn,kan
stelah,setelah
mrk,mereka
branjak,beranjak
ank2,anak-anak
gk,tidak
bs,bisa
masyarakay,masyarakat
yg,yang
lht,lihat
jg,juga
bs,bisa
mudah2an,mudah-mudahan
nyampe,sampai
utk,untuk
menegerti,mengerti
bkin,bikin
hdpnya,hidupnya
apa2,apa-apa
sok2,sok-sok
nasehatin,menasihati
ngaca,mengaca
dlu,dulu
jgn2,jangan-jangan
pantes,pantas
ajah,saja
kakk,kak
kakkkk,kak
slamet,selamat
ampe,sampai
nari,menari
ngapain,mengapai
ehh,eh
mf,maaf
bru,baru
ngcpin,mengucapkan
pgn,pengin
woowwww,wow
iaa,ya
trus,terus
yaaaa,ya
kakk,kak
kdg,kadang
nyesel,menyesal
knp,kenapa
skrg,sekarang
ngerasa,merasa
skrg,sekarang
kebagi,terbagi
nerusin,meneruskan
indo,indonesia
aja,saja
univ,universitas
kk,kakak
kk,kakak
nyesel,menyesal
kmu,kamu
maen,main
"ngaku""",mengaku-ngaku
wihh,wih
tetapppp,tetap
gantenggg,ganteng
aq,aku
donk,dong
jakety,jaketnya
lucuu,lucu
nggk,tidak
skli,sekali
kli,kali
yg,yang
km,kamu
ttp,tetap
pala,kepala
pusingggg,pusing
ttp,tetap
bng,bang
ttp,tetap
qu,ku
pucing,pusing
pala,kepala
ihhhh,ih
maho,manusia homo
gpp,tidak apa-apa
gantng,ganteng
pucing,pusing
alak,kepala
ga,tidak
akn,akan
hilangv,hilang
bungggg,bung
bangg,bang
gapap,tidak apa-apa
klo,kalau
keliatan,kelihatan
kyak,kayak
yg,yang
pling,paling
byk,banyak
gokiiill,gila
ngak,tidak
apa2,apa-apa
jdi,jadi
kya,kaya
org,orang
busedh,buset
gokilnya,gilanya
sma,sama
duluuu,dulu
keceee,kece
nyaa,nya
klu,kalau
gilaa,gila
gak,tidak
ahhhh,ah
w,gue
duuhhh,duh
tetep,tetap
aq,aku
amiiiiinnnnn,amin
dg,dengan
tullus,tulus
tw,tau
pluk,peluk
durhaka2,durhaka-durhaka
y,ya
gk,tidak
ngomong,mengomong
kmu,kamu
udh,sudah
ttp,tetap
kpada,kepada
"seburuk""",seburuk-buruk
ortu,orang tua
kta,kata
dy,dia
ktaa,kita
dy,dia
yup,ya
tdk,tidak
mb,mbak
tetaplaah,tetaplah
q,aku
baek,baik
ajja,saja
dech,deh
baek,baik
oprasi,operasi
aj,saja
gya,gaya
sm,sama
ny,nya
kndung,kandung
ehh,eh
sbg,sebagai
klo,kalau
bkn,bukan
u,untuk
smua,semua
ksenangan,kesenangan
yg,yang
ddpt,didapat
skrang,sekarang
jwab,jawab
sbg,sebagai
km,kamu
sk,suka
mmbodohkan,membodohkan
orlaen,orang lain
bgtu,begitu
sbg,sebagai
jgn,jangan
bgtu,begitu
skrg,sekarang
drpd,daripada
spt,seperti
elo,lo
malem,malam
gk,tidak
ngerti,mengerti
aplikasiin,mengaplikasikan
bgtu,begitu
berangat,berangkat
praktekin,mempraktikkan
dahh,dah
ntar,entar
gmn,bagaimana
omdo,omong doang
bgini,begini
kate,kata
gada,tidak ada
cabe2,cabe-cabe
klo,kalau
prjuangan,perjuangan
dg,dengan
kmewahan,kemewahan
stimpal,setimpal
dg,dengan
kmewahan,kemewahan
yg,yang
ddpat,didapat
klo,kalau
bkn,bukan
sprt,seperti
skrang,sekarang
km,kamu
jgn,jangan
aj,saja
bc,baca
mnilai,menilai
km,kamu
kata2,kata-kata
za,saja
gak,tidak
pake,pakai
pake,pakai
w,gue
gak,tidak
udahh,sudah
gak,tidak
usahh,usah
omdo,omong doang
za,saja
segala2nya,segala-galanya
sekarng,sekarang
skrg,sekarang
sprti,seperti
skrg,sekarang
sampe,sampai
masing2,masing-masing
jgn,jangan
sampe,sampai
mkanya,makanya
jgn,jangan
dlu,dulu
sblm,sebelum
hay,hai
mreka,mereka
bhagia,bahagia
km,kamu
aja,saja
yg,yang
korek2,korek-korek
org,orang
pngen,pengin
ngebales,membalas
krna,karena
w,gue
sihh,sih
gak,tidak
ngomong,mengomong
udahh,sudah
males,malas
w,gue
sasama,sesama
ga,tidak
klo,kalau
dahh,sudah
elo,lo
dehh,deh
cabe2an,cabe-cabean
terong2an,terong-terongan
seklian,sekalian
kluar,keluar
tuuu,itu
jgn,jangan
ngurusan,mengurusi
org,orang
ngaca,mengaca
donk,dong
campurin,mencampuri
emnknya,memangnya
py,punya
kaka,kakak
unyuu,unyu
dy,dia
bkn,bukan
tp,tapi
kndung,kandung
klo,kalau
mrangkul,merangkul
adlh,adalah
knpa,kenapa
klo,kalau
g,tidak
wlo,walau
bnyak,banyak
yg,yang
sperti,seperti
lh,lah
manusiy,manusia
tx,tak
dr,dari
samara,sakinah mawadah rahman
aamiin,amin
klw,kalau
liat,lihat
teringt,teringat
trmsuk,termasuk
ank,anak
yg,yang
dn,dan
pilihnmu,pilihanmu
swmntara,sementara
trmasuk,termasuk
gak,tidak
dlm,dalam
orang2,orang-orang
yg,yang
sgt,sangat
liht,lihat
aj,saja
y,ya
klo,kalau
suaminy,suaminya
skrg,sekarang
msh,masih
kn,kan
sm,sama
jadulnya,jaman dulunya
mantaff,mantap
klo,kalau
yg,yang
ngata2in,mengata-ngatai
g,tidak
jgn,jangan
bagaimna,bagaimana
tpi,tapi
mulusssss,mulus
bgus,bagus
bkn,bukan
gmana,bagaimana
kpleset,kepleset
yawlah,ya allah
bgt,banget
ntr,entar
lgsg,langsung
kepeleset,kepleset
engga,tidak
kayanye,kayanya
amiinnnn,amin
klo,kalau
gn,begini
ngakak,mengakak
komen2an,komen-komenan
wewww,wow
dumsss,dong
tar,entar
keq,kayak
gini,begini
amiin,amin
perbaikin,memperbaiki
trus,terus
permasalhkan,permasalahkan
bener2,benar-benar
ga,tidak
ngomong,mengomong
betul2,betul-betul
jauhin,jauhi
dateng,datang
ngomong,mengomong
adiik,adik
manisss,manis
ngerti,mengerti
"besar""",besar-besar
"masing""",masing-masing
aja,saja
"masing""",masing-masing
yaaa,ya
nyoba,mencoba
wihh,wih
beneran,benaran
yg,yang
ddlm,di dalam
smua,semua
kmbali,kembali
pd,pada
d,di
kmu,kamu
gk,tidak
kmu,kamu
gk,tidak
dkuburnya,dikuburnya
fi,di
indo,indonesia
sm,sama
ttg,tentang
masing2,masing-masing
kyk,kayak
kl,kalau
rata2,rata-rata
lbih,lebih
byk,banyak
critamu,ceritamu
kw,kau
ja,saja
dl,dulu
tu,itu
kl,kalau
dh,sudah
bres,beres
cmkn,camkan
tu,itu
gk,tidak
diurusin,diurusi
keles,kali
yg,yang
biarin,biarkan
aja,saja
ntar,entar
utk,untuk
utk,untuk
gk,tidak
gk,tidak
kk,kakak
kale,kali
klo,kalau
ngomong,mengomong
elo,lo
ngerasa,merasa
bener,benar
ga,tidak
donks,dong
ga,tidak
kn,kan
keles,kali
smoga,semoga
kmu,kamu
jngan,jangan
"membanding""",membanding-banding
gk,tidak
kmi,kami
mengperbolehkan,memperbolehkan
gk,tidak
krena,karena
ngri,negeri
"dingin""",dingin-dingin
kn,kan
lma,lama
dibangga'in,dibangga-banggakan
ngajak,mengajak
ngebolehin,membolehkan
dapet,dapat
gak,tidak
denger,dengar
dlu,dulu
"jelek""in",menjelek-jelekkan
stiap,setiap
org,orang
gausa,tidak usah
maksain,memaksakan
klo,kalau
km,kamu
buktiin,buktikan
smog,semoga
mnerima,menerima
baikxa,baiknya
aaamin,amin
ma,sama
ma,sama
sdh,sudah
gk,tidak
amienn,amien
sekangen2,sekangen-kangen
sm,sama
met,selamat
jln,jalan
amiin,amin
aamiin,amin
kt,kita
kmu,kamu
sdh,sudah
gak,tidak
tpi,tapi
aminnnn,amin
amiiiiiiiiiinnnnnnn,amin
nolongin,menolong
amiiiiiiiiiiin,amin
seluru,seluruh
aminn,amin
alloh,allah
amiennn,amien
amiiiin,amin
amiiiin,amin
gak,tidak
ngk,tidak
ngak,tidak
ngak,tidak
gak,tidak
bnget,banget
klow,kalau
tebir,ribet
doangam,doang
"tebir""",ribet-ribet
amad,amat
mkst,maksud
jgn,jangan
sm,sama
ae,saja
wong2,wong-wong
lau,kau
rempong,repot
ngurusin,mengurusi
kerjaan,pekerjaan
bingittzz,banget
dgn,dengan
bangets,banget
ajaa,saja
jg,juga
bngt,banget
ikh,ih
kk,kakak
aq,aku
dwh,deh
pulak,pula
nengok,menengok
bante,bantai
la,lah
ngomong,mengomong
komenannya,komentarnya
hadapin,menghadapi
dengarin,mendengarkan
bru,baru
gk,tidak
ush,usah
sma,sama
gpp,tidak apa-apa
cock,cocok
widihh,waduh
bner,benar
mantepp,mantap
dehh,deh
itungan,hitungan
cita2,cita-cita
temen-temen,teman-teman
stu,satu
syratnya,syaratnya
klo,kalau
skrg,sekarang
skrg,sekarang
mksh,terima kasih
bgt,banget
smoga,semoga
pnjang,panjang
shat,sehat
slalu,selalu
inginkn,inginkan
ank,anak
belanjaa,belanja
disiniii,disini
buktiin,buktikan
burem,buram
tlp,telepon
dngan,dengan
dg,dengan
ga,tidak
nyangka,menyangka
nunggu,menunggu
ngerasain,merasai
ngerasain,merasai
gmn,bagaimana
yaaa,ya
kancang,kencang
tmbh,tambah
cntik,cantik
bnyk,banyak
knp,kenapa
mansyoallah,masyaallah
skali,sekali
canttttikkk,cantik
dapetin,mendapati
subhanalloh,subhanallah
dlm,dalam
slmt,selamat
utk,untuk
pke,pakai
lbh,lebih
keliatan,kelihatan
mksh,terima kasih
udah,sudah
ksh,kasih
saranin,sarankan
dapetin,mendapati
stiap,setiap
lkuin,lakukan
ttep,tetap
langgenh,langgeng
foto2nya,foto-fotonya
tanggung2,tanggung-tanggung
salluutt,salut
pkai,pakai
lht,lihat
kmu,kamu
skrg,sekarang
pake,pakai
sm,sama
kmu,kamu
pd,pada
org2,orang-orang
yg,yang
smua,semua
mkn,makin
pake,pakai
seneng,senang
liat,lihat
pdng,padang
syantik,cantik
warbiyasah,luar biasa
skrg,sekarang
pk,pakai
kk,kakak
mbk,mbak
keedaannya,keadaannya
lagu2,lagu-lagu
saya2,saya-saya
tunggu2,tunggu-tunggu
sekrng,sekarang
mngkin,mungkin
ga,tidak
lg,lagi
tp,tapi
lagu2nya,lagu-lagunya
ttap,tetap
bsa,bisa
spertinya,sepertinya
ma,sama
kyk,kayak
cm,cuma
kmrn,kemarin
ad,ada
mrah,marah
gra2,gara-gara
skrg,sekarang
dy,dia
sngaja,sengaja
kyk,kayak
jlek,jelek
bs,bisa
jd,jadi
udah2,sudah-sudah
smua,semua
udh,sudah
ungkit2,ungkit-ungkit
udh,sudah
pura2,pura-pura
gatau,tidak tau
curhat2,curhat-curhat
matany,matanya
klo,kalau
kyk,kayak
gni,begini
byk,banyak
bner,benar
klo,kalau
dteng,datang
k,ke
mata'y,matanya
baju2,baju-baju
ayoooo,ayo
buruannn,buruan
emng,memang
perubut,perebut
sumai,suami
hdp,hidup
tk,tak
tdk,tidak
sprti,seperti
mb,mbak
elo,lo
urusin,mengurusi
apah,apa
sm,sama
bagus2,bagus-bagus
say,sayang
sekarng,sekarang
mb,mbak
ma,sama
mbk,mbak
jd,jadi
bgt,banget
ma,sama
sbg,sebagai
mmbela,membela
mb,mbak
mslhnya,masalahnya
hnya,hanya
sndri,sendiri
sy,saya
sj,saja
gpp,tidak apa-apa
krn,karena
msh,masih
bnyk,banyak
llki,lelaki
dluar,diluar
sna,sana
yg,yang
mw,mau
sm,sama
km,kamu
boleh2,boleh-boleh
dg,dengan
dya,dia
pantes,pantas
maluuuu,malu
beda2,beda-beda
mksh,terima kasih
udh,sudah
nyaranin,menyarankan
pake,pakai
skrng,sekarang
ja,saja
x,kali
dgn,dengan
masing2,masing-masing
lagu2nya,lagu-lagunya
tongolin,menongol
sm,sama
ahhh,ah
cabol,cabul
ngomong,mengomong
ape,apa
nyet,monyet
muna,munafik
jing,anjing
tot,entot
nihh,nih
sm,sama
ttg,tentang
tuhh,tuh
kmu,kamu
smoga,semoga
dpt,dapat
hidiyah,hidayah
jgn,jangan
percya,percaya
bgi,bagi
tlg,tolong
sya,saya
sdri,sendiri
sdh,sudah
tdi,tadi
mgkin,mungkin
bkn,bukan
sya,saya
blg,bilang
bhwa,bahwa
mimin,admin
indo,indonesia
dr,dari
br,baru
denger,dengar
skaligus,sekaligus
dr,dari
bkin,bikin
jg,juga
y,saya
bkn,bukan
jd,jadi
br,baru
cek2,cek-cek
kl,kalau
spti,seperti
dl,dulu
smakin,semakin
qta,kita
dg,dengan
gtu,begitu
sbgai,sebagai
mgk,mungkin
bs,bisa
bgmn,bagaimana
kl,kalau
spti,seperti
sapa2,sapa-sapa
tp,tapi
mmg,memang
sama2,sama-sama
kyknya,kayaknya
dgn,dengan
mgkn,mungkin
bhwa,bahwa
pnya,punya
dng,dengan
km,kamu
termurahhh,termurah
bbrp,beberapa
bhw,bahwa
dgn,dengan
banyaaaaaak,banyak
yg,yang
org2,orang-orang
ga,tidak
baik2nya,baik-baiknya
klo,kalau
mmg,memang
knp,kenapa
hrs,harus
tunjukan,tunjukkan
bhwa,bahwa
dr,dari
mgkn,mungkin
dg,dengan
anak2mu,anak-anakmu
bs,bisa
mgkn,mungkin
anak2,anak-anak
bagus2,bagus-bagus
anak2,anak-anak
ngasih2,mengasih-ngasih
berfikir,berpikir
ni,nih
amit2,amit-amit
mba,mbak
kasian,kasihan
elu,lu
d,di
kyk,kayak
gw,gue
ngajuin,mengajukan
tiba2,tiba-tiba
jkt,jakarta
kyk,kayak
ni,ini
yaaa,ya
lg,lagi
thn,tahun
laki2,laki-laki
terbaeq,terbaik
utk,untuk
namany,namanya
gk,tidak
jels,jelas
bgt,banget
tdk,tidak
dn,dan
diakibtkn,diakibatkan
gk,tidak
ad,ada
kerjaan,pekerjaan
emng,memang
suk,suka
jelek2,jelek-jelek
emng,memang
dsrny,dasarnya
ny,nya
sy,saya
jkrta,jakarta
mna,mana
dn,dan
mantaap,mantap
benar2,benar-benar
sperti,seperti
